Tweet_ID,Tweet,Label
2880,لماذا يخاف الإسلاميون من الإنتخابات المبكرة إذا كانوا مطمئنين إلى قوتهم في الشارعمصر تستحق فرصة ثانيةأقول قولي هذا وأستغفر الله لي ولكم,NEUTRAL
2881,شبكه اخبار #المحله |اذان العشـــاء,OBJ
2882,#البوابة_نيوز: في خطاب لــ #محلب و6 وزراء #المركز_المصري: استخدام #الفحم كارثة:,OBJ
2883,ادين مثل باقي المصريين جميعا الاعتداء الهمجي علي الاستاذ خالد داوود بواسطه انصار الاخوان الارهابيين الثوره ستنتصر علي الارهاب,NEG
2884,انا هباات في الشغل لحد ما العصيان يخلص ههههههههههههههههههههه,OBJ
2885,"#الوطن| اعتصام تمريض ""العلاج بأجر"" بـ #المنصورة للمطالبة بتغيير مديرة الوحدة",OBJ
2886,امير عيد هو اللي فعلا يتقال عليه ستريكر صريح #كاريوكي #السكة_شمال,POS
2887,بطولة تدق الطبول حاربوا من اجل الاسطول #زمالك,OBJ
2888,شاهد - آخر كلام: الروائي والأديب الكبير خيري شلبي في ذكرى رحيل محمود درويش وفي ليلة العاشر من رمضان #,OBJ
2889,#مبارك عنده أبناء و #مرسي عنده جماعة الوحيد اللي غلبان في البلد دي هو عدلي منصور تحسه إنه مقطوع من شجرة !,POS
2890,تواضع مع والديك - بسمة أمل,OBJ
2891,لا ما بسلم عليه اصلا كل مرة اسلكلك و اقول طيب,OBJ
2892,مطرانية الكاثوليك بالمنيا تستقبل رفات قديسين من #لبنان وتحتفل بهم أربعة أيام,OBJ
2893,الفرد هو الركيزة الأساسية التي تقوم عليها عملية التغيير والإصلاح والتي و إن بدت صعبة إلا أنها ليست مستحيلة ، بل,NEUTRAL
2894,شبكة الـ سي إن إن تكشف عن نوايا التصويت داخل الكونجرس الأمريكي …,OBJ
2895,_ لم يحدث هذا كذب و افتراء,NEG
2896,"إصابة سيدة فى مشاجرة بين ""شيخ بلد ومساعد شرطة"" بالأسلحة النارية بـ #بني_سويف #مصر التفاصيل على",OBJ
2897,شاهد معنا كيف يعالج #أطباء عيادات دوالي تضخم #البروستات بدون جراحة #فيديو #يستحق_المتابعه #للرجل…,OBJ
2898,عرض الاسبوع 44 ألف متابع #أذكار_المساء #بصراحه_مليت_من #خد_موقف_من #علمتني_الحياة #الحياة_تحتاج_إلى_شيئين [941824],OBJ
2899,_ ولو قرأتي ما كتبت هتلاقيني قولت إخلاء سبيل ومش براءة باين عليكي مناضلة جامدة,NEUTRAL
2900,الليل هو بداية النهار والشتاء هو بداية الصيف والألم هو بداية الراحة#ابراهيم_الفقى,OBJ
2901,"#احداث_من_الذاكرة مبارك يستنجد بالبلاطجة، عنوان من صحيفة الجمهورية الصادرة من مدينة تعز ""ويبدو العنوان خطأ"" #بكفي_حصار #اضبطوا_شركاء_المخلوع",NEG
2902,الوطن | ميزانية الرئيس | عمرو حمزاوي:,OBJ
2903,ردك ممتاز ولديك استعداد طيب للكتابة تحياتي,OBJ
2904,يوم ما #هتفتري اعرف ان #ربنا هيبعتلك اللي يفتري عليك,OBJ
2905,كيف يمكن مسح الشرائط التى سجلت جرائم العادلي لماذا كان العادلي يضحك بسعادة اثناء محاكمته اتمنى الا تكون إجابة السؤالين واحدة,NEG
2906,وَالعُمر يَا أمّي ضَنين ، لكنّني مَا زِلتُ أحلمُ مِثلما يَوماً رأيتُكِ تَحلُمين ! - #فاروق جويّده,OBJ
2907,خلال لقائه بأعضاء نادى هوليوليدو حمزاوى يتوقع إقبال 80% من الناخبين على صناديق الاقتراع,OBJ
2908,شاهد - يسري فوده: هذا وقت الاختيار بين الوطن و الأهل و العشيرة #,OBJ
2909,،029،542 استمارة سحب الثقه هذا هو العدد الرسمي الذي تم اعلانه اليوم في مؤتمر الحمله,OBJ
2910,الخلاف الآن بين القوى المدنية و التيارات الدينية و محاولة إقحام المجلس العسكرى الغرض منها إظهار التيار المدنى كراغب فى تدخلهم!,OBJ
2911,الرسالة رقم 20 من الجزء الاول لكتاب رسائل سجين سياسى الى حبيبته,OBJ
2912,مساعد وزير #الداخلية: الحديث عن عودة #الحرس_الجامعي الآن صعب,OBJ
2913,فرصة لمتطوعى الحملة فى القاهرة لمرافقة رئيس مصر القادم الدكتور عبد المنعم أبو الفتوح فى طريقه إلى مؤتمره الشعبى,OBJ
2914,ماتدافعش عن الكذب وتقولي أنا مش إخوان مرضك ده ليه علاج على فكرة إنك تبطل تعيش في قطيع الجماعة وتشغل مخك شوية,NEG
2915,#تعطل_الواتساب #توقف_الواتساب #الواتساب_معلق تأملو هكذا,OBJ
2916,قبضت كام من ساويرس كله في ال #فسسسسسس,NEG
2917,كيف شارك الإخوان في ثورة يناير؟ صادروها لحسابهم الخاص!,OBJ
2918,من لا يعرف أمه إلا يوما في السنة فهو عاق لها، ومن يصلها ويهديها ويبرها كل يوم فلا معنى لـ #عيد_الأم عنده، فعيد الأم من…,NEG
2919,بس ممكن # يموت وساعتها #حمدين_صباحي ينجح بالتزكية ساعتها حيكون له تلات معارضين #الاخوان و #الفلول و #مؤيدين_السيسى_بيعملوا_فولو_لبعض,NEG
2920,#الكويت #السعوديه #البحرين #قطر #ا?مارات #عمان #العراق #مصر #تونس #الجزائر #المغرب #ا?ردن #السودان #لبنان 454,OBJ
2921,_ #ليبيا #السودان #حركة_كايدينهم #مصر,OBJ
2922,عندما آحببتك ؟ آحببتك بقلب طفلة تخشى فقدانك وبقلب عاشقة ﻻ تريد غيرك #محمد,OBJ
2923,فريق الوعد #إنصاف_الإخوان,POS
2924,يجب فصل الحركة الدعوية عن التنافس على السلطة السياسية,NEUTRAL
2925,أنا سعيد جداً بما أنجزه شباب أكاديمية الداعية المعاصر في سيناء في يومهم الأول، فقد التف حولهم أهل سيناء الذين,POS
2926,مراسلنا من #الاسكندرية : #صدقى_صبحى : #القوات_المسلحة ستظل دائما #الدرع_الواقية لهذا #الشعب_العظيم,POS
2927,تكبيررررررررررررررررر مسيرة احرار #المعادى الان,NEUTRAL
2928,اردوغان عمد إلى دغدغة مشاعر العرب بخطابه عن القضية الفلسطينية #السادة_المحترمون,OBJ
2929,وفاة المخرج توفيق صالح عن 87 عامًا بعد صراع مع المرض #يوسف_الحسيني #,OBJ
2930,#الأمن يسيطر على اشتباكات #المطرية وفض تجمع #الإخوان,OBJ
2931,"#الوطن | ""#الزند"" و""#عكاشة"" يصلان الكاتدرائية للمشاركة في قداس #عيد_القيامة المجيد #مصر #اخبار",OBJ
2932,عبدالله السلمان مال الخطر معاهم يخرج احسن منّك #ارحل انت الآخر,NEG
2933,محمد السيف ليفربول بيمحطونك عدل اليوم #تحرش ,NEUTRAL
2934,تاريخ1948 دا بيفكرك بحاجة ؟ يعنى الخيانة قبل #كامب_ديفيد بكتير بعتوا فلسطين فى 48 ياكفره !,OBJ
2935,قرار وزير الثقافة بإسناد تنظيم مهرجان القاهرة الدولي للفريق السابق (مع إحترامي لهم جميعاً) قرار غير حكيم وسيأتي بعواقب سلبية على تصنيفه,OBJ
2936,نعم حضرت جلسة استماع واحدة للدستور استمعوا لنا بكل اهتمام ثم ضربوا بملاحظاتنا عرض الحائط لا للدستور,NEG
2937,عاجل الجنازة اتأجلت الي صلاه العصر,OBJ
2938,ردا علي التصريح المنسوب الي,OBJ
2939,يدعوكم صالون د علاء الأسواني إلى حضور الإفطار الجماعي السنوي اليوم الخميس الساعة السادسة مساءً >>التفاصيل>>,OBJ
2940,مسيرة للإخوان في الإسماعيلية تنتهي باشتباكات مع الأهالي بالشارع التجاري #السادة_المحترمون …,OBJ
2941,3 غير صحيح! التوقيع لخالد كان لتمكينه وهو الشاب الوحيد والأكثر جراءة في الدفاع عن المدنية من دخول السباق الرئاسي,POS
2942,هو الاحتلال عبارة عن ايه؟ دبابات طيارات مجنزرات اعتقالات حظر طوارئ قتلإلخ تبقى ثورة دي ولا احتلال؟؟ احتلال ا…,NEUTRAL
2943,أتحدى أي شيخ من المتاجرين يطلع يقول الكلام اللي بيتقال قدام السفارة على الهواليه لإنهم يعشقوا التحريض بس وتسخين الشباب لإن ده بيزود السبوبة,NEG
2944,بدل ما تطلع تقول قدمنا اولادناما تقدم نفسك يا أخي #السادة_المحترمون 2 …,OBJ
2945,#طرب_تايم #ذكرى ياحبيبي وينك انت وين انا الكمان خرررررافي,POS
2946,انا استمتعت بأداء تشيلسي أمام اتلتيكو مدريد الكرة التي احبها الكرة عقل مدربين وليس فقط مهارات وسرعات لاعبين #ذا_شامبيو…,OBJ
2947,من يمنع الضيقة على قلب مرتاح ومن يحتوي ضخ الغلا داخل الدم هذي هي الدنيا بها هم وأفراح ليت الفرح يقضي على زايد الهم #بيتين من #الواتس_اب,NEUTRAL
2948,3) #الطبالة يمارسون #حرب_اللاعنف على المشروع الاصلاحي، فيحاربون جميع المصلحين بالقذف والتخوين مما يساهم جليا في خلق متطرفين راديكاليين,NEUTRAL
2949,"#محمود_سعد : ""أنا بحب الراقصات وهم فوق رأسي""",POS
2950,الشعب مش لاقي ياكل والاسعار نار والشغل واقف والانقلاب يبنى نصب تذكارى فى رابعة بعشرين مليون مش حاسين بالناس,NEG
2951,العبيد فى اعلام العار لم ينطق بعد تصريح ايهاب رمزى ان الاقباط سيقاطعون انتخابات البرلمان ويصوتون لا للدستور اذا,NEG
2952,كرستيانو يحصل على لقب لاعب الاسبوع في موقع جول دوت كوم ( ) #ريال_مدريد,OBJ
2953,"#يوسف_الحسيني القبض على الفلوطة "" صبحي صالح "" في الأسكندرية #السادة_المحترمون …",OBJ
2954,#النصر_الفيصلي كلكم روحوا لحسين وربي يستاهل ترى كل فوز يجي بحماسة,OBJ
2955,1 مصر تتجدد بها دماء الاستبداد، بتشريعات مشبوهة وانتهاكات لحقوق الإنسان وقمع للمعارضين وتجريم للتظاهر السلمي وهو ليس بجريمة في المجتمع الحر,NEUTRAL
2956,"#نفسك_فى_أية_فى_الجنة_ نفسي إنه نفسي ""تهدأ""",OBJ
2957,مدن: 25 مليار ريال حجم الاستثمارات بصناعية جدة الثانية #السعودية # #الرياض #الدمام #جدة #مكة #الخبر …,OBJ
2958,إذا قابلنا الإساءة بالإساءة فمتي تنتهى الإساءة ؟,OBJ
2959,ناخد من الرسول عليه الصلاة والسلام قدوة لما كانوا بيشتموه كان هو كمان بيشتمهم تفتكروا؟ كان زماننا بوذيين,NEUTRAL
2960,64 لا خفت انا كده، اللهم نجنا من غضب الاخوان و اجعل كلامنا خفيف عليهم,OBJ
2961,الاسواني:قبل أن تشترك القوى الوطنية في أى انتخابات قادمة يجب عليها أن تجد اجابة لهذا السؤال: المقال كاملاً >> … …,OBJ
2962,واضح ان الناس اللي ساكنة في 6 اكتوبر بتروح مدارس وتشتغل في القاهرة والجيزة وده سبب كافي لزحمة رهيبة,NEG
2963,لماذا نتمسك بانتخابات تحت اشراف دولي ؟! أقرأ المقال كاملا …,NEUTRAL
2964,العقد الذى بين المجلس و الشعب انهار لانه لم يحترم,OBJ
2965,_ مش مذكورة,OBJ
2966,"من كتاب دعوة للتعايش للدكتور عمرو خالد : ذات مرةٍ قال أبو حنيفة: ""أنا أرى كذا""، ولم تنتهِ المناقشة، فكتب أحد",OBJ
2967,#حازم_عبد_العظيم يكشف لماذا تحول من صفوف #الثوار لصفوف #الانقلاب,OBJ
2968,#ارسلي_لأخوك_كلمة_أحبك_وصوري_ردة_الفعل مو منك من إلي يقولك -_-,OBJ
2969,#ثوار #المرج #عزبة_النخل #المطرية #عين_شمس ما نبقاش رجالة لو ماطلعناش ال 5 سيدات من #قسم #المرج الليلة #مرسي #الاخوان #انتخبوا_,NEG
2970,بعد أن كان 6 اكتوبر 1973 هو يوم انتصار الجيش للشعب ينتظر الجميع 6 اكتوبر 2013 ليكون يوم استعادة الشعب للجيش,OBJ
2971,بصراحة دى اكتر حاجه بتخلينى مش بحب تويتر موضوع الفولورز,OBJ
2972,الآن أحل ضيفاً على الإعلامية رولا خرسا في برنامج الحياة والناس على قناة الحياة 2 وحديث حول تنظيم القاعدة,OBJ
2973,شاهد - آخر كلام: منزل لـ مبارك في باريس، يحرص الفرنسيون على عودته لنا ربما أكثر من حرصنا #25 # #,OBJ
2974,#وزير_التموين: #الدعم لا يصل لمستحقيه وعودة #المجمعات_الاستهلاكية قبل رمضان || لمزيد من التفاصيل على الرابط,POS
2975,83 مصلحة الشعب فوق اي وسيلة,OBJ
2976,أضحك من قلبك مع عصام العريان وقناة الجزيرة وتعليق العريان على ثورة 23 يوليو # …,OBJ
2977,دموع يوسف الحسيني على معاناة أهل أحمد أسامة ضحية الإخوان بأحداث رمسيس …,OBJ
2978,عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2034674],OBJ
2979,#لو_كان_السادات_عايش كانت مصر من أكبر الدول المنتجة و كانت ضمن مجموعة الثمانية رحمة الله عليك يا أسد العرب و قاهر اليهود,OBJ
2980,"صوره جميله لعشب استاد #الامارات ! #ارسنال """,POS
2981,اللهم آآآآآآآميـــن #الدولة_الإسلامية #باقية #العراق #سوريا #بورما #الشيشان #افغانستان وسائر بلاد #المسلمين,OBJ
2982,د عبد المنعم أبو الفتوح : في برنامجي الانتخابي جانب يركز على تغير ثقافتنا عن التعليم الفنى والمهنى والاهتمام بدعمهما,OBJ
2983,"# بالأسماء شهداء القوات المسلحة في #انفجار_العريش""",OBJ
2984,:) #فولورز_عفركوش_بيعملو_فولو_لبعض #فولورز_اسلاموفيتش_بيعملوا_لبعض_فولو,OBJ
2985,#قذائف خاطئة أطلقتها قوات #النظام على مبنى يتمركز فيه عناصر من ميليشيا #حزب_الله اللبناني في #القلمون #سوريا #نيران_صديقة,OBJ
2986,الميزة الوحيدة لحزب النور هو توافر مادة جيدة للبرنامج لكن انا بقول ان البلد اهم من البرنامج :),POS
2987,#الداخلية_بلطجية واقعة الاعتداء على الزميلة م/ #داليا_رضوان,NEG
2988,95 فيه :),OBJ
2989,الي #حمدين_صباحي: لو أنت عاوز تحاكم #السيسي يبقي أنت ما فرقتش كتير #عن اللي حاكم #سليمان_خاطر #نقطة #مصر #الانتخابات_الرئاسية #اليوم_السابع,POS
2990,على فكره اللى انتى متعرفهوش عنى انى لما بكون مقفول من حد #لازم اكون #مستفز لأقصى درجه معاه لحد ميعرف هو عمل ايه !!,OBJ
2991,شاهد - آخر كلام: أزمة التأسيسية قنبلة في الطريق #,OBJ
2992,دبلوماسية محشي الشبت مقال اليوم في الشروق ياريت مرسي يبقى يدي للشعب وصفة محشي الشبت نبقى طلعنا منه بحاجة,NEG
2993,أنباء عن تغيير أوقات الدراسة في الرياض اعتباراً من العام القادم من ١ظهراً إلى٥عصراً وذلك لمدة ٤ سنوات لعمل #مترو #الرياض,OBJ
2994,القدرة هى منحه من الله لك اما الامكانات هى مابداخلك لاستخدام هذه القدره دكتور #ابراهيم_الفقى,OBJ
2995,يتعين بمتخصصين لإزالة المباني المخالفة #السادة_المحترمون,OBJ
2996,#الفكر لايواجه إلابالفكر لابالبطش والظلم والقهر فتحقيق #العدل والمساواة والحواريقضي على الانتهاكات العلميةوالعقلية و #الشر…,OBJ
2997,بالفيديو بنات #خادم_الحرمين تظهرن بملابس خليعة ؟ #اوعى_تنسى #كلمة_العدناني_ماكان_هذا_منهجنا # #,OBJ
2998,الأسواني:اذا لم تتوحد القوى الوطنية فورا من أجل استخلاص الدولة المصرية من أيدي الاخوان فلسوف ندفع ثمن غاليا نحن وأولادنا,NEG
2999,إضراب سلمي للعمال في ألمانيا بمناسبة #عيد_العمال,OBJ
3000,ندوة د عمرو حمزاوي بجامعة المنصورة الجزء الثانى,OBJ
3001,تشييع جنازة العميد الشهيد أحمد زكي من #مسجد_الشرطة ب #العباسيةو #ابراهيم_محلب و وزير الداخلية يتقدمون الجنازة #,OBJ
3002,#واحد_فاضي #الهلال #السعودية #النصر #النصر_الهلال #غرد_بصوره #الرياض #زيادة_المتابعين #رتويت #هاشتاق_خاص [2602308],OBJ
3003,"الحب في مجتمعنا #مصطفى_محمود #الأحلام _ """,OBJ
3004,بيقولك دعوة #السيسى دى دعوة لحرب اهلية على اساس ان التلويح بسيناريو سوريا والارهاب فى سينا والدعوة للعصيان وتقسيم ال…,NEG
3005,متى نرى تحليلا سوسيولوجيا متعمقا يليق بهذه الأغنية وتلخيصها لأحوالنا وطريقتنا الفريدة في المزج بين الحزن والعبث,OBJ
3006,دفاعا عن الحرية والديمقراطية والمدنية وسيادة القانون التي أؤمن أن خلاص مصر مرتبط بالانتصار لهم، وللرأي العام، وللتاريخ الذي يدون الآن، أسجل:,OBJ
3007,#رمضان قد أتيت فماذا تغيّر من آخرِ لقاء؟,OBJ
3008,شاهد - آخر كلام: كيف نحمي أمن مصر القومي #,OBJ
3009,"دعمرو حمزاوي برنامج"" بلدنا بالمصري "" 25مارس 2012",OBJ
3010,#اعترافات_الطفولة احب كونان واحلم يرجع سينشي ونتزوج,NEG
3011,عرض الاسبوع 40 ألف متابع #شوارعنا #فن_تتقنه_النساء #ذلك_الشخص #شي_ودك_تجربه #بوح #درر #عجبني #حلو #مكه [2007631],OBJ
3012,شاهد - الإخوان: حل البرلمان انقلاب على المسيرة الديموقراطية 16,NEG
3013,يوما ما سيعترف #حزب الله انه يعمل مع #اسرائيل !!,OBJ
3014,شاهد - آخر كلام ـ يسري فوده: هذه معركة لا يحسمها وزير #,OBJ
3015,368 ممكن و نص،احنا صمنا سوا و الأذان للمغرب و مدفع الإفطار صاحبته أجراس الكنائس، الفقر لا يفرق بين الأديان و #مصر وطن لكل الأديان,OBJ
3016,حق شهدائنا يضيع بشكل منظم نظامنا القضائي عاجز عن القصاص والجهات التشريعية والتنفيذية لم تدعمه، ومحاسبة كل من قصر في جمع الأدلة ضرورة,NEG
3017,عمال أعد خرفان و برضه مش عارف أنام من الكلمة دي: محححححكمة,OBJ
3018,#في_عالم_موازي اي خول من دول يتمسك فى الشارع يقلع ملط و يركب الحمار بلشقلوب و نزفه ف العشوائيات,NEG
3019,يافدي النصر ويازين الملعب غايه في الروعه والجمال ️️️️️️️️️  # #النصر_الشباب …,OBJ
3020,شوفتوا؟ الدنيا مش سودة قوي,OBJ
3021,عصام سلطان يكتب | فاجعتــان,NEUTRAL
3022,1 رئاسة منتخبة لم تعصم دماء المصريات والمصريين وقبلت حدوث انتهاكات لحقوق الإنسان دون محاسبة,NEUTRAL
3023,"الاعلامي محمد فودة يعقد مؤتمرا جماهيريا غدا بمدينة #زفتى بحضور الفنانة #غادة_عبدالرازق لدعم المرشح #عبدالفتاح_السيسي # إلعب ياسيسي:)""",POS
3024,رحماك من هذا العذاب قلبى من ااشواق ذاب #عبدالحليم_حافظ #يا_مالكا_قلبى,OBJ
3025,#شاهد #90دقيقة : رصد حال اليوم الدراسي فى #الجامعات و شكوى #الطلاب على شبكة #قنوات_المحور #المحور #المحور_2,OBJ
3026,لن نتفاوض مع حكومة وحدة وطنية فلسطينية إلا إذا اعترفت #حماس بـ #إسرائيل #فلسطين #المصالحة #تسق…,OBJ
3027,"ألتقيكم اليوم مع الإعلامي عمرو الليثي الساعة 930 مساءً، في برنامج ""90 دقيقة"" على قناة ""المحور"" للتحدث عن زيارة دول حوض النيل و عن سيناء",OBJ
3028,#أثيوبيا : قرار رسمي من #الإتحاد_الأوروبي و #روسيا و #الصين و #إيطاليا و #البنك_الدولي بوقف تمويل بناء #سد_النهضة الأثيوبي,OBJ
3029,#محمد_علي_خير _:قرار الرئيس #عدلي_منصور بتحصين قرارات الحكومة من الطعن عليها أمام القضاء غير موفق #مساء_الخير #,NEG
3030,تبااااااااااااااااااااا لك ياااااااااااااااااااا #مارك وأخير استطعت تغيير إسمي دعواتكم أصدقائي كي أتمكن من استرجاع إسمي الأول,NEG
3031,الانتخابات القادمة ستكون لحظة مهمة في تاريخنا سيعرف ملايين المصريين من يساند الثورة ومن يتآمر عليها اما رضا عام وأما معركة حاسمة,OBJ
3032,الإخوان ناسيين إن إدانة اعتداءات التحرير بتطلع من منظمات حقوقية وثورية ومكتفين بإستخدامها للزياط لفض التحرير مش لعلاج المشكلة من جذورها,OBJ
3033,"الأمن يسمح لـ"" #الألتراس"" بحضور نهائى شباب اليد بين #الأهلى والطيران لمزيد من التفاصيل",OBJ
3034,هي قطر عملت إيه تاني؟,OBJ
3035,يا شباب أهدى لكم قصة الحب هذه و حلقة جديدة من بسمة أمل - الحب الحقيقي لا يموت,OBJ
3036,سلاماعلى شهداء الانتصارالعربى ، وتحية الى قواتنا المسلحة التى عبرت بمصر من الهزيمة الى النصر (إن ينصركم الله فلا غالب لكم),POS
3037,التيار الشعبي وجبهة الانقاذ اكتشفا أخيرا أنهما بلا قيمة فى زمن الانقلاب بعد اعلان قانون التظاهر الجديد,NEG
3038,ما بين بعينك على كثر مااجاااك #عبدالمجيد,OBJ
3039,_ بارك الله لكما وبارك عليكما وجمع بينكما فى خير زيجة موفقه ودعواتى للاسرة بالخير والسعادة,OBJ
3040,ابعد عنهم ما انتاش قدهم #وايت_نايتس,NEUTRAL
3041,لن نستسلم لتهديدات الانقلاب العسكرى ومرسى سيظل آمنًا بفضل دعم أمريكا | أخبار الموجز …,NEUTRAL
3042,صبآحي حبـة مسكنـة لـ نزلـة الحنين التي تعتريني الآن ~ #صباحي,OBJ
3043,#جوارديولا: أملنا في #ميونخ #ذا_شامبيووونز #بايرن_ميونخ #ريال_مدريد,OBJ
3044,اتمنى ان تكون القوى الإسلامية والليبرالية واليسارية راغبة بالفعل في تشكيل قائمة وطنية موحدة لخوض الانتخابات البرلمانية القادمة #,POS
3045,اليوم السابع | اليوم وقفة لدعم #حمدين #صباحى بـ #العجمى,OBJ
3046,جملة اعتراضية ـــــــــــــــــــــــــــــــ هل هذه الانتخابات عادلة ؟!,NEG
3047,بادافع عن واحد قال عني شخصيا عميل وخائن وجاسوس وتسبب في تشويه سمعتي عند كثير من المصريين! شفتي إزاي؟!,NEUTRAL
3048,بالنسبة لقناة #فلول و الحاجة #سما_المصري اللي صدعونا بخبر القبض عليها وتراخيص وحوارات القناة لسه شغالة هو كان فيلم هندي عشان يتشهرو اكتر,NEG
3049,وزارة جديدة بالكامل بما فيها رئيسها تمثل الثورة ولاتشمل أى من عناصر حكومة الرئيس السابق هى الطريق لإكساب المصداقية وثقة الشعب,OBJ
3050,#يوسف الزلزلة كن رجل وبربقسمك أولا إلتزم الصمت واستمع للاستجواب ثانيا كن بصف رئيس الوزراء رابعا بجدارة انت حكومي😂,OBJ
3051,اللهم امطر على قبر #محمد حسين جمعه وعلى قبور جميع موتانا وموتى المسلمين من سحائب رحمتك يارب اللهم اغسلهم بالماء والثلج والبرد,POS
3052,إدارة الصفحة || من هو مرشحك لإنتخابات الرئاسة المصرية شاركونا على الرابط التالى,OBJ
3053,الداخلية مدمنة كذب من زمان بس لما لقت رئيس الدولة نفسه بيكذب والمسألة ماشية قالت تنزل اسطوانة حمادة حتى لو كانت واسعة ماجتش عليها يعني,OBJ
3054,"#حمدي_قنديل: طلبت العمل في"" #ماسبيرو"" بدون أجر ولم أتلق ردا | #الدستور الأصلي",OBJ
3055,حب البلد بيعيش لما يموت الجوع #حمزة_نمرة مهما كلت وشبعت برضو مش بحبها,NEG
3056,نرفض التدخل في تشكيل الحكومة الجديدة من أي جهة أو حزب ونرفض أي شكل من أشكال الضغط على قرارت عصام شرف,NEG
3057,الكاتب الصحفي سليمان جودة ضيف #يوسف_الحسيني في #السادة_المحترمون,OBJ
3058,#البنزين بيغلى و #الشعب هيوسع احا يا حكومه,NEG
3059,#التحرير | بالصور امرأة تغطي جسدها بـ12 ألف نحلة الحدث الأكثر غرابة هو قيام امرأة بارتداء 12 ألف نحلة,OBJ
3060,"الدين الاخواني بتاعكوا مافيهوش "" لا يسخر قوم من قوم عسى ان يكونوا خيرا منهم"" احنا المسلمين عندنا كدة ف…",NEUTRAL
3061,لمشاهدة الحلقة الحادية عشر من برنامج #قصة_الأندلس:,OBJ
3062,المضحك في الموضوع إن أنا عمري ماتخيلت اني أخش الاتحادية،غير ااني أقف عالسورأتظاهر #يوسف_الحسيني #الس…,OBJ
3063,#البيض_يتمثل_فى الي يعمل فولو و لما اعمل الباك يعمل انفولو,NEG
3064,#هتحبك_لو تحاول تقنعها باللى انت عايزه بهدوء مش زعيق وخلاص ;),POS
3065,هذا هو حال جمهور الهلال وهو يناضر جمهور النصر يحتفل بالكاس #النصر_الهلال,OBJ
3066,نيويورك تايمز: الانقلاب دراكولا يبطش بالصحافة,NEG
3067,ال ع الشمال ده زييت #باسم_عودة الإرهابي أما ال ع اليمين ده زيت الإستقراااااااااااااااااااارررررررر #هز_ديلك …,NEG
3068,النائب المهندس حاتم عزام هو صاحب مشروع تعديل انتخابات رئاسة الجمهورية الخاص بالفرز فى اللجان الفرعية واعلان نتائجها وتسليمها للمندوبين,OBJ
3069,#هادي_خشبة يدافع عن #أبو_تريكة,OBJ
3070,_ عشان دي منطقتهم اللي المفروض دارسينها,OBJ
3071,الإعلان الدستوري اعتداء غير مسبوق على استقلال القضاء وأحكامه,NEG
3072,الوطن | إدارة أوباما ومصر | عمرو حمزاوي:,OBJ
3073,لواء اركان حرب اسامه عسكر (اسمه فعلا عسكر) يعلن قرار القوات المسلحة: المنابر لازهريين يحددهم الطيب بس مش انقلاب عسكرى,OBJ
3074,#النهضة يتوج بطلا للدوري العماني لكرة القدم للمرة الثالثة في تاريخه بعد خسارة ملاحقه فنجاء امام السويق 3-5 #عمان,OBJ
3075,محظورة حكومياً وثورياً و شعبياً و قانونياً #السادة_المحترمون,OBJ
3076,شاهد - سفير الحضارة المصرية - الرحالة المصري أحمد حجاجوفيتش في السادة المحترمون # #,OBJ
3077,كلمة الفريق أول عبدالفتاح السيسي أثناء استقبال جثامين شهداء سيناء #السادة_المحترمون …,OBJ
3078,خلافا لما ذكر في بعض البرامج، ليست لجنة مجلس الشعب لتقصي الحقائق بشأن مذبحة بورسعيد جهة تحقيق جنائي هي جهة تحقيق,OBJ
3079,عندما يكون المتهم بطلا ويكون الحاكم والسجان جبناء مرسي رئيسنا الشرعى والانقلاب ساقط لا محالة,NEUTRAL
3080,إعادة ضبط بوصلة الذات السياسية (١) - بوابة الشروق ::,OBJ
3081,#دعوه_للتفاؤل هاشتاق جا بوقته *-*,OBJ
3082,شاهد - آخر كلام: شباب الإخوان وحزب الحرية والعدالة,OBJ
3083,#علامات: من علامات موت القلب عدم الحزن على مافات وعدم الفرح على ماهو آت,NEG
3084,أتابع ما يحدث اليوم وسأعلق عليه خلال الساعات القادمة، وحزب مصر الحرية يصدر بيانا الآن,NEG
3085,"وزير الزراعة #الأردنى السابق #يتفقد زراعة #القمح على ""#مصاطب"" بالشرقية | الزقــازيق",OBJ
3086,يجب ووقف فورى للعنف ومحاكمة المتورطين فيه علناً,NEG
3087,أنا ماباحبش أقول حكاية والد علاء دي عشان بتقلل منه وحتى علاء نفسه بيزعل إن والده مش واخد حقه ككاتب عظيمصباح الورد ياعمي,OBJ
3088,عجز الموازنة في الربع الأول حسب تقارير وزارة المالية الرسمية يفوق 50 مليار جنيه الرقم صحيح وموثق,OBJ
3089,التوزيع اللوجستي للخدمات الطبية والاسعاف مطلب هام لحماية الأرواح !! #الامارات # وزارة_الصحة # وزارة _ الداخلية,OBJ
3090,ادعوا الى إتفاق القوى الإسلامية والليبرالية واليسارية على تداول السلطة في إطار الالتزام بمبادئ الشريعة الإسلامية كمصدر أساسي للتشريع,NEUTRAL
3091,"مستشار قانوني ومحامي 0538755527 ""خبراء في الأنظمة والمحاماة"" #محاماة #مستشار #قانون #زواج #قضايا #محامي #الرياض #قضية #رقم #ريتويت ; -!",OBJ
